"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"victory","holiday","no","no","drama","no","yes","no","harman baweja","ajit pal mangat","anu malik",325,190000000,19235000,"darab farooqui (dialogue script) | kannan iyer (screenplay) | anupam maanav (additional dialogue) | ajit pal mangat (story)",0,1,"30","jan","2009","darab farooqui (dialogue script) | kannan iyer (screenplay) | anupam maanav (additional dialogue) | ajit pal mangat (story)","0",1,"old"
"love story 2050","holiday","no","no","fantasy","yes","no","no","harman baweja","harry baweja","anu malik",900,400000000,184737500,"harry baweja (story) | bhavani iyer (additional screenplay) | mayur puri (dialogue) | karan razdan (additional screenplay) | prem soni (additional screenplay) | suparn verma (additional screenplay)",0,1,"04","jul","2008","harry baweja (story) | bhavani iyer (additional screenplay) | mayur puri (dialogue) | karan razdan (additional screenplay) | prem soni (additional screenplay) | suparn verma (additional screenplay)","0",1,"old"
"dishkiyaoon","holiday","no","no","thriller","no","yes","no","harman baweja","sanamjit talwar","sneha khanwalkar",1550,39000000,68872500,"sanamjit singh talwar",0,1,"28","mar","2014","sanamjit singh talwar","0",1,"new"
"my friend ganesha 2","holiday","no","yes","drama","no","no","yes","harsh chhaya","rajiv s. ruia","vinay kapadia",15,25000000,400000,"rajiv s. ruia (story) | s. sachinder",1,1,"22","aug","2008","rajiv s. ruia (story) | s. sachinder","1",1,"old"
"jigariyaa","holiday","no","no","love_story","yes","no","yes","harshvardhan deo","raj purohit","raj - prakash",350,60000000,2700000,"vinod bachchan | apratim khare | raj purohit",0,1,"10","oct","2014","vinod bachchan | apratim khare | raj purohit","0",1,"new"
"2 nights in soul valley","holiday","no","no","horror","no","yes","yes","hemant pandey","harish sharma","varsha",20,3000000,275000,"suman prasad (screenplay) | harish sharma (story) | meenakshi sharma (dialogue & screenplay)",0,1,"28","dec","2012","suman prasad (screenplay) | harish sharma (story) | meenakshi sharma (dialogue & screenplay)","0",1,"new"
"yaariyan","normal","no","no","love_story","yes","yes","no","himansh kohli","divya khosla","honey singh",1400,210000000,524050000,NA,0,4,"10","jan","2014",NA,"0",4,"new"
"login","normal","no","no","thriller","yes","yes","yes","himanshu bhatt","sanjeev reddy","sunil kashyap",10,20000000,275000,"sanjeev reddy (story)",0,1,"12","oct","2012","sanjeev reddy (story)","0",1,"new"
"the xpose","normal","no","no","thriller","no","no","no","himesh reshammiya","anant mahadevan","himesh reshammiya",1050,150000000,129600000,"himesh reshammiya (story) | jainesh ejardar (screenplay) | himesh reshammiya (screenplay) | bunty rathore (dialogue)",0,2,"16","may","2014","himesh reshammiya (story) | jainesh ejardar (screenplay) | himesh reshammiya (screenplay) | bunty rathore (dialogue)","0",2,"new"
"kajraare","holiday","no","no","love_story","no","no","no","himesh reshammiya","pooja bhatt","himesh reshammiya",2,120000000,70000,"mahesh bhatt | shagufta rafique (dialogue) | sameer (lyrics)",0,1,"15","oct","2010","mahesh bhatt | shagufta rafique (dialogue) | sameer (lyrics)","0",1,"new"
"karzzzz","normal","yes","no","drama","yes","no","no","himesh reshammiya","satish kaushik","himesh reshammiya",900,240000000,162800000,"shiraz ahmed (screenplay) | sameer (lyrics)",0,1,"17","oct","2008","shiraz ahmed (screenplay) | sameer (lyrics)","0",1,"old"
"damadamm!","holiday","no","no","comedy","no","yes","no","himesh reshammiya","swapna joshi","himesh reshammiya",225,50000000,9100000,"himesh reshammiya (story) | subrat sinha (screenplay)",0,1,"27","oct","2011","himesh reshammiya (story) | subrat sinha (screenplay)","0",1,"new"
"5ters: castle of dark master","normal","no","no","fantasy","yes","yes","yes","hithaishaini","g. venugopal","manikanth kadari",15,17500000,72500,"g. venugopal | n.s. vijayalakshmi (story)",0,1,"15","jul","2011","g. venugopal | n.s. vijayalakshmi (story)","0",1,"new"
"kites","normal","no","no","thriller","no","no","no","hrithik roshan","anurag basu","rajesh roshan",1800,820000000,863320000,"anurag basu (screenplay) | robin bhatt (screenplay) | sanjeev dutta (dialogue) | akarsh khurana (additional english dialogue) | akarsh khurana (screenplay) | rakesh roshan (story)",0,2,"21","may","2010","anurag basu (screenplay) | robin bhatt (screenplay) | sanjeev dutta (dialogue) | akarsh khurana (additional english dialogue) | akarsh khurana (screenplay) | rakesh roshan (story)","0",2,"new"
"jodhaa akbar","normal","no","no","love_story","no","no","no","hrithik roshan","ashutosh gowariker","a.r. rehman",1000,550000000,1077817500,"haidar ali (story) | haidar ali (screenplay) | ashutosh gowariker (screenplay) | k.p. saxena (dialogue)",0,5,"15","feb","2008","haidar ali (story) | haidar ali (screenplay) | ashutosh gowariker (screenplay) | k.p. saxena (dialogue)","0",5,"old"
"agneepath","holiday","yes","no","action","no","yes","no","hrithik roshan","karan malhotra","ajay - atul",2600,710000000,1943275000,"ila bedi dutta (screenplay) | karan malhotra (screenplay) | piyush mishra (dialogue)",0,7,"26","jan","2012","ila bedi dutta (screenplay) | karan malhotra (screenplay) | piyush mishra (dialogue)","0",7,"new"
"krrish","normal","no","no","action","no","no","no","hrithik roshan","rakesh roshan","rajesh roshan",950,400000000,1265587500,"robin bhatt (screenplay) | sachin bhowmick (screenplay) | honey irani (screenplay) | akarsh khurana (screenplay) | sanjay masoom (dialogue) | rakesh roshan (screenplay)",1,8,"23","jun","2006","robin bhatt (screenplay) | sachin bhowmick (screenplay) | honey irani (screenplay) | akarsh khurana (screenplay) | sanjay masoom (dialogue) | rakesh roshan (screenplay)","1",8,"old"
"krrish 3","holiday","no","yes","action","no","no","no","hrithik roshan","rakesh roshan","rajesh roshan",3500,950000000,2915240000,"rakesh roshan (story) | robin bhatt (screenplay) | honey irani (screenplay) | irfan kamal (screenplay) | akarsh khurana (screenplay) | rakesh roshan (screenplay) | sanjay masoom (dialogue) | david benullo (story)",1,8,"01","nov","2013","rakesh roshan (story) | robin bhatt (screenplay) | honey irani (screenplay) | irfan kamal (screenplay) | akarsh khurana (screenplay) | rakesh roshan (screenplay) | sanjay masoom (dialogue) | david benullo (story)","1",8,"new"
"guzaarish","holiday","no","no","drama","no","no","no","hrithik roshan","sanjay leela bhansali","sanjay leela bhansali",1300,740000000,548945000,"sanjay leela bhansali (screenplay) | bhavani iyer (dialogue) | bhavani iyer (screenplay) | vibhu puri (dialogue) | turaz (lyrics)",0,1,"19","nov","2010","sanjay leela bhansali (screenplay) | bhavani iyer (dialogue) | bhavani iyer (screenplay) | vibhu puri (dialogue) | turaz (lyrics)","0",1,"new"
"bang bang","holiday","yes","no","action","no","no","no","hrithik roshan","siddharth anand","vishal - shekhar",3250,1600000000,2706912500,"sujoy ghosh (screenplay) | suresh nair (screenplay) | patrick o'neill (original story) | abbas tyrewala (dialogue)",0,5,"02","oct","2014","sujoy ghosh (screenplay) | suresh nair (screenplay) | patrick o'neill (original story) | abbas tyrewala (dialogue)","0",5,"new"
"zindagi na milegi dobara","normal","no","no","drama","no","no","no","hrithik roshan","zoya akhtar","shankar - ehsaan - loy",1400,600000000,1531610000,"farhan akhtar (dialogue) | zoya akhtar (story) | zoya akhtar | reema kagti (story)",0,6,"15","jul","2011","farhan akhtar (dialogue) | zoya akhtar (story) | zoya akhtar | reema kagti (story)","0",6,"new"
"shree","normal","no","no","thriller","yes","yes","yes","hussain kuwajerwala","rajesh bachchani","talaash - band of seekers",100,30000000,1750000,"rajesh bachchani",0,1,"26","apr","2013","rajesh bachchani","0",1,"new"
"dil dosti etc","normal","no","no","drama","yes","yes","yes","imaad shah","manish tiwary","agnee",135,35000000,37400000,"ram goutam (lyrics) | kumaar (lyrics) | prashant pandey (lyrics) | siddharth (lyrics) | pawan sony (screenplay) | suhas (lyrics) | manish tiwary",0,2,"28","sep","2007","ram goutam (lyrics) | kumaar (lyrics) | prashant pandey (lyrics) | siddharth (lyrics) | pawan sony (screenplay) | suhas (lyrics) | manish tiwary","0",2,"old"
"jaane tu... ya jaane na","holiday","no","no","love_story","no","yes","no","imran khan","abbas tyrewala","a.r. rehman",600,150000000,842022500,"abbas tyrewala",0,7,"04","jul","2008","abbas tyrewala","0",7,"old"
"delhi belly","holiday","no","no","comedy","no","yes","no","imran khan","abhinay deo","ram sampath",1250,230000000,911950000,"akshat verma",0,6,"01","jul","2011","akshat verma","0",6,"new"
"mere brother ki dulhan","holiday","no","no","rom__com","no","yes","no","imran khan","ali abbas zafar","sohail sen",1650,320000000,938420000,"ali abbas zafar",0,6,"09","sep","2011","ali abbas zafar","0",6,"new"
"break ke baad","normal","no","no","rom__com","no","yes","no","imran khan","danish aslam","vishal - shekhar",875,220000000,284100000,"danish aslam (story) | vishal dadlani (lyrics) | prasoon joshi (lyrics) | renuka kunzru (story)",0,2,"26","nov","2010","danish aslam (story) | vishal dadlani (lyrics) | prasoon joshi (lyrics) | renuka kunzru (story)","0",2,"new"
"i hate luv storys","normal","no","no","love_story","no","yes","yes","imran khan","punit malhotra","vishal - shekhar",1050,230000000,739957500,"vishal dadlani (lyrics) | kumaar (lyrics) | punit malhotra (story)",0,6,"02","jul","2010","vishal dadlani (lyrics) | kumaar (lyrics) | punit malhotra (story)","0",6,"new"
"gori tere pyaar mein","holiday","no","no","rom__com","no","no","no","imran khan","punit malhotra","vishal - shekhar",1400,450000000,311207500,"punit malhotra | arshad sayed",0,1,"22","nov","2013","punit malhotra | arshad sayed","0",1,"new"
"kidnap","holiday","no","no","thriller","no","no","no","imran khan","sanjay gadhvi","pritam",875,310000000,356060000,"vijayvargiya anshul (additional dialogue) | yatharth awasthi (additional dialogue) | shibani bathija (story) | shibani bathija | sanjay gadhvi (dialogue) | mayur puri (lyrics) | sandeep vyas (lyrics) | sanjeev vyas (lyrics)",0,2,"02","oct","2008","vijayvargiya anshul (additional dialogue) | yatharth awasthi (additional dialogue) | shibani bathija (story) | shibani bathija | sanjay gadhvi (dialogue) | mayur puri (lyrics) | sandeep vyas (lyrics) | sanjeev vyas (lyrics)","0",2,"old"
"matru ki bijlee ka mandola","holiday","no","no","drama","no","no","no","imran khan","vishal bhardwaj","vishal bhardwaj",1850,410000000,617615000,"vishal bhardwaj (dialogue) | vishal bhardwaj (screenplay) | abhishek chaubey (screenplay) | sabrina dhawan (script consultant)",0,2,"11","jan","2013","vishal bhardwaj (dialogue) | vishal bhardwaj (screenplay) | abhishek chaubey (screenplay) | sabrina dhawan (script consultant)","0",2,"new"
"life in a metro","normal","no","no","drama","no","no","no","irrfan khan","anurag basu","pritam",225,95000000,244535000,"anurag basu (story) | sanjeev dutta (dialogue)",0,5,"11","may","2007","anurag basu (story) | sanjeev dutta (dialogue)","0",5,"old"
"rog","normal","no","no","suspense","no","no","no","irrfan khan","himanshu brahmbhatt","m.m. kreem",160,35000000,32300000,"mahesh bhatt | subodh chopra (dialogue) | niranjan iyengar (dialogue)",0,1,"07","jan","2005","mahesh bhatt | subodh chopra (dialogue) | niranjan iyengar (dialogue)","0",1,"old"
"billu","holiday","yes","no","comedy","no","no","no","irrfan khan","priyadarshan","pritam",1050,270000000,474512500,"manisha korde (dialogue) | priyadarshan (screenplay) | mushtaq sheikh (screenplay) | sreenivasan (story)",0,2,"13","feb","2009","manisha korde (dialogue) | priyadarshan (screenplay) | mushtaq sheikh (screenplay) | sreenivasan (story)","0",2,"old"
"yeh saali zindagi","normal","no","no","thriller","no","no","yes","irrfan khan","sudhir mishra","nishat khan",650,110000000,148100000,"manu rishi chadha (dialogues) | swanand kirkire (lyrics) | sudhir mishra (dialogues) | sudhir mishra (story)",0,3,"04","feb","2011","manu rishi chadha (dialogues) | swanand kirkire (lyrics) | sudhir mishra (dialogues) | sudhir mishra (story)","0",3,"new"
"c u at 9","normal","no","no","suspense","yes","yes","yes","isaiah","marlon rodrigues","tapas relia",35,8000000,2700000,NA,0,1,"25","jun","2005",NA,"0",1,"old"
"shabri","holiday","no","no","drama","no","yes","no","isha koppikar","lalit marathe","raju singh",75,35000000,1650000,"lalit marathe (story)",0,1,"26","aug","2011","lalit marathe (story)","0",1,"new"
"aashiqui.in","holiday","no","no","love_story","yes","yes","yes","ishaan manhaas","shankhadeep","nitin kumar gupta",30,25000000,650000,"shankhadeep",0,1,"11","feb","2011","shankhadeep","0",1,"new"
"sixteen","normal","no","no","drama","yes","yes","yes","izabelle leite","raj purohit","adam avil - eddie avil",300,27500000,17600000,"raj purohit | pawan sony",0,1,"12","jul","2013","raj purohit | pawan sony","0",1,"new"
"bhoot returns","normal","no","yes","horror","no","no","no","j.d. chakravarthi","ram gopal verma","sandeep chowta",925,75000000,63920000,NA,1,2,"12","oct","2012",NA,"1",2,"new"
"thodi life thoda magic","normal","no","no","drama","no","no","no","jackie shroff","anand l. rai","vinay tiwari",30,12500000,550000,"shukla barnali ray (story)",0,1,"23","jun","2008","shukla barnali ray (story)","0",1,"old"
"bhoot and friends","holiday","no","no","drama","no","no","no","jackie shroff","kittu saluja","sunil singh",25,15000000,150000,"reshma a. dev | sachindra sharma (dialogues)",0,1,"31","dec","2010","reshma a. dev | sachindra sharma (dialogues)","0",1,"new"
"kahin hai mera pyar","normal","no","no","love_story","no","yes","no","jackie shroff","mahesh vaijnath doijode","nikhil kamath",275,45000000,2275000,"mahesh vaijnath doijode (story) | mahesh vaijnath doijode | mahesh vaijnath doijode",0,1,"01","may","2014","mahesh vaijnath doijode (story) | mahesh vaijnath doijode | mahesh vaijnath doijode","0",1,"new"
"hum do anjaane","normal","no","no","action","no","no","yes","jackie shroff","milind swamy","prashant singh",30,15000000,750000,"milind swamy (screenplay) | milind swamy (story)",0,1,NA,NA,NA,"milind swamy (screenplay) | milind swamy (story)","0",1,NA
"rangrezz","normal","no","no","drama","no","no","no","jacky bhagnani","priyadarshan","sajid - wajid",1150,230000000,97181250,"manisha korde (dialogue) | mushtaq sheikh (screenplay)",0,1,"21","mar","2013","manisha korde (dialogue) | mushtaq sheikh (screenplay)","0",1,"new"
"f.a.l.t.u","holiday","no","no","comedy","no","yes","no","jacky bhagnani","remo d'souza","sachin - jigar",1200,200000000,329200000,"vipul binjola (additional dialogue) | tushar hiranandani (screenplay) | aakash kaushik (additional dialogue) | mayur puri (additional dialogue) | mayur puri (screenplay) | sameer (lyrics) | sameer sharma (additional dialogue) | rishi virmani (additional dialogue)",0,4,"01","apr","2011","vipul binjola (additional dialogue) | tushar hiranandani (screenplay) | aakash kaushik (additional dialogue) | mayur puri (additional dialogue) | mayur puri (screenplay) | sameer (lyrics) | sameer sharma (additional dialogue) | rishi virmani (additional dialogue)","0",4,"new"
"ajab gazabb love","holiday","no","no","comedy","no","no","no","jacky bhagnani","sanjay gadhvi","sajid - wajid",850,290000000,102090000,"anvita dutt (additional screenplay) | mayur puri (screenplay) | g. nageswara reddy (original story)",0,1,"24","oct","2012","anvita dutt (additional screenplay) | mayur puri (screenplay) | g. nageswara reddy (original story)","0",1,"new"
"youngistaan","holiday","no","no","drama","no","yes","no","jacky bhagnani","syed ahmed afzal","jeet ganguly",1000,280000000,94500000,"ramiz ilham khan (story) | syed ahmed afzal (story) | maitrey bajpai (story)",0,1,"28","mar","2014","ramiz ilham khan (story) | syed ahmed afzal (story) | maitrey bajpai (story)","0",1,"new"
"ye stupid pyar","normal","no","no","love_story","yes","yes","yes","jatin khurana","rakesh jain","reeky dev",20,10000000,225000,"rakesh jain",0,1,"09","dec","2011","rakesh jain","0",1,"new"
"delhii heights","holiday","no","no","drama","no","yes","yes","jimmy shergill","anand kumar","rabbi shergill",160,42500000,9900000,"sanyukta verma | sanyukta shaikh chawla",0,1,"30","mar","2007","sanyukta verma | sanyukta shaikh chawla","0",1,"old"
"a flat","normal","no","no","thriller","no","yes","no","jimmy shergill","hemant madhukar","bappa lahiri",175,55000000,4200000,"hemant madhukar (screenplay) | hemant madhukar (story) | ajay monga (screenplay)",0,1,"12","nov","2010","hemant madhukar (screenplay) | hemant madhukar (story) | ajay monga (screenplay)","0",1,"new"
